OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
470,Polygon,1,470,2,Allandale Ent,138389,Hospitalisation,2014,July,Tuesday,18,Angle,Multi-Vehicle,153.408878,-28.047809,Allandale Ent,Markeri St,Mermaid Waters,Gold Coast City,4218,Broadbeach,Gold Coast,South Eastern,SEQ South,South Coast,Mermaid Waters,Broadbeach - Burleigh,Gold Coast,Major Cities,Mermaid Beach,Moncrieff,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001206,0
471,Polygon,1,471,2,Beaudesert - Nerang Rd,164131,Hospitalisation,2014,September,Tuesday,18,Angle,Multi-Vehicle,153.305391,-27.996438,Beaudesert - Nerang Rd,<Null>,Nerang,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Nerang - Mount Nathan,Nerang,Gold Coast,Major Cities,Gaven,Wright,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001205,0
472,Polygon,1,472,2,Benowa Rd,173602,Hospitalisation,2014,April,Wednesday,16,Sideswipe,Multi-Vehicle,153.399464,-27.990249,Benowa Rd,<Null>,Southport,Gold Coast City,4215,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Southport - South,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,306,Veh'S Same Direction: Lane Change Right,Lane changes,0,1,0,0,1,1,1,0,0,0,0,0,0.001205,0
473,Polygon,1,473,2,Bestmann Rd E,133639,Hospitalisation,2014,January,Thursday,14,Hit object,Single Vehicle,153.135415,-27.082634,Bestmann Rd E,<Null>,Sandstone Point,Moreton Bay Region,4511,Bribie Island,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.0012,0
474,Polygon,1,474,2,Brisbane - Beenleigh Rd,71429,Hospitalisation,2014,August,Friday,16,Hit object,Single Vehicle,153.154804,-27.695921,Brisbane - Beenleigh Rd,<Null>,Bethania,Logan City,4205,Beenleigh,Logan,South Eastern,SEQ South,South Coast,Bethania - Waterford,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Waterford,Forde,State-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Grade,808,Off Path-Curve: Mounts Traffic Island,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001203,0
475,Polygon,1,475,2,Brisbane - Woodford Rd,85401,Hospitalisation,2014,December,Saturday,14,Sideswipe,Multi-Vehicle,152.990236,-27.308331,Brisbane - Woodford Rd,<Null>,Strathpine,Moreton Bay Region,4500,Petrie,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,Strathpine - Brendale,Strathpine,Moreton Bay - South,Major Cities,Pine Rivers,Dickson,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,300,Veh'S Same Direction: Other,Other,0,1,0,1,2,1,1,0,0,0,0,0,0.001201,0
476,Polygon,1,476,2,Bundaberg - Bargara Rd,204182,Hospitalisation,2014,August,Saturday,13,Fall from vehicle,Single Vehicle,152.344377,-24.86735,Bundaberg - Bargara Rd,Burrum St,Bundaberg West,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Bundaberg,Bundaberg,Wide Bay,Inner Regional,Bundaberg,Hinkler,State-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,0,0,1,0,1,0,0,0,0,0,0.001188,0
477,Polygon,1,477,2,Bundaberg - Miriam Vale Rd,219410,Hospitalisation,2014,February,Wednesday,19,Hit object,Single Vehicle,151.98013,-24.637187,Bundaberg - Miriam Vale Rd,<Null>,Watalgan,Bundaberg Region,4670,South Kolan,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Bundaberg Region - North,Bundaberg,Wide Bay,Outer Regional,Burnett,Flynn,State-controlled,Median Opening,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Dip,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,2,0,0,2,1,0,0,0,0,0,0,0.001187,0
478,Polygon,1,478,2,Burleigh Connection Rd,195031,Hospitalisation,2014,April,Monday,8,Rear-end,Multi-Vehicle,153.406139,-28.102114,Burleigh Connection Rd,Scottsdale Dr,Varsity Lakes,Gold Coast City,4227,Robina,Gold Coast,South Eastern,SEQ South,South Coast,Varsity Lakes,Robina,Gold Coast,Major Cities,Burleigh,Mcpherson,State-controlled,Merge Lane,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,302,Veh'S Same Direction: Left Rear,Rear-end,0,1,0,1,2,1,1,0,0,0,0,0,0.001206,0
479,Polygon,1,479,2,Caboolture - Bribie Island Rd,77169,Hospitalisation,2014,May,Saturday,12,Hit pedestrian,Hit pedestrian,152.98303,-27.0862,Caboolture - Bribie Island Rd,<Null>,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,6,Ped'N: Hit Facing Traffic,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.0012,0
480,Polygon,1,480,2,Chambers Flat Rd,100219,Hospitalisation,2014,June,Thursday,7,Angle,Multi-Vehicle,153.118813,-27.678585,Chambers Flat Rd,<Null>,Waterford West,Logan City,4133,Crestmead,Logan,South Eastern,SEQ South,South Coast,Waterford West,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Waterford,Forde,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,2,0,0,0,0,0,0,0.001203,0
481,Polygon,1,481,2,Cleveland Sub-Arterial Rd,105009,Hospitalisation,2014,May,Friday,7,Hit object,Single Vehicle,153.185652,-27.518927,Cleveland Sub-Arterial Rd,Mt Gravatt - Capalaba Rd,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Merge Lane,Operating traffic lights,70 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001202,0
482,Polygon,1,482,2,Compton Rd,2457,Hospitalisation,2014,January,Tuesday,20,Hit object,Single Vehicle,153.076186,-27.612689,Compton Rd,<Null>,Stretton,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major Cities,Stretton,Rankin,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Curved - view open,Crest,808,Off Path-Curve: Mounts Traffic Island,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001203,0
483,Polygon,1,483,2,Creek Rd,24209,Hospitalisation,2014,June,Friday,12,Angle,Multi-Vehicle,153.095363,-27.527682,Creek Rd,<Null>,Mount Gravatt East,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mansfield (qld),Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,1,2,1,0,1,0,0,0,0,0.001203,0
484,Polygon,1,484,2,Davies Ck Rd,298351,Hospitalisation,2014,January,Tuesday,12,Hit object,Single Vehicle,145.532302,-16.978115,Davies Ck Rd,Kennedy Hwy,Mareeba,Mareeba Shire,4880,Mareeba,Far North,Northern,Northern,North Queensland,Mareeba,Tablelands (east) - Kuranda,Cairns,Outer Regional,Cook,Kennedy,State-controlled,Median Opening,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,0,0,1,0,0,1,0,0,0,0,0.001156,0
485,Polygon,1,485,2,Deception Bay Rd,107794,Hospitalisation,2014,May,Wednesday,16,Rear-end,Multi-Vehicle,152.992227,-27.179882,Deception Bay Rd,Tallowood Dr,Deception Bay,Moreton Bay Region,4508,Deception Bay,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Deception Bay,Narangba - Burpengary,Moreton Bay - North,Major Cities,Bancroft,Petrie,State-controlled,Median Opening,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.0012,0
486,Polygon,1,486,2,Double Is Pt Beach Rd,219729,Hospitalisation,2014,January,Friday,12,Fall from vehicle,Single Vehicle,153.104811,-26.129279,Double Is Pt Beach Rd,<Null>,Cooloola,Gympie Region,4580,Tin Can Bay,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Cooloola,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,State-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Wet,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.001195,0
487,Polygon,1,487,2,Esk - Hampton Rd,187742,Hospitalisation,2014,February,Saturday,10,Hit object,Single Vehicle,152.289286,-27.292957,Esk - Hampton Rd,<Null>,Redbank Creek,Somerset Region,4312,Esk,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Esk,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,0,1,0,0,0,0,0,0.001201,0
488,Polygon,1,488,2,Gambubal Rd,237661,Hospitalisation,2014,October,Saturday,9,Fall from vehicle,Single Vehicle,152.38659,-28.23655,Gambubal Rd,<Null>,Mount Colliery,Southern Downs Region,4370,Killarney,Darling Downs,Southern,Southern,Downs South West,Southern Downs - East,Granite Belt,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.001207,0
489,Polygon,1,489,2,Gateway Art Rd Ramp Md,49945,Hospitalisation,2014,April,Wednesday,5,Hit parked vehicle,Single Vehicle,153.1072,-27.5719,Gateway Art Rd Ramp Md,<Null>,Rochedale,Brisbane City,4123,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Rochedale - Burbank,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,State-controlled,Merge Lane,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,608,Veh'S On Path: Accident Or Broken Down,Hit parked vehicle,0,1,0,0,1,3,0,0,0,0,0,0,0.001203,0
490,Polygon,1,490,2,Gillies Range Rd,295552,Hospitalisation,2014,January,Tuesday,18,Hit object,Single Vehicle,145.763986,-17.133546,Gillies Range Rd,<Null>,Little Mulgrave,Cairns Region,4865,Gordonvale,Far North,Northern,Northern,North Queensland,Gordonvale - Trinity,Cairns - South,Cairns,Outer Regional,Mulgrave,Kennedy,State-controlled,Forestry/National Park Road,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view obscured,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001157,0
491,Polygon,2,491,2,Glasshouse Mountains Rd,199048,Hospitalisation,2014,April,Friday,21,Hit pedestrian,Hit pedestrian,152.96232,-26.862074,Glasshouse Mountains Rd,<Null>,Beerwah,Sunshine Coast Region,4519,Beerwah,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Beerwah,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Caloundra,Fisher,State-controlled,Median Opening,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,4,Ped'N: Play; Work; Stand; Lie On C'Way,Pedestrian,0,2,0,0,2,0,1,0,0,0,1,0,0.002397,0
492,Polygon,1,492,2,Goondiwindi West Connection Rd,230854,Hospitalisation,2014,June,Sunday,9,Hit object,Single Vehicle,150.302888,-28.546373,Goondiwindi West Connection Rd,Moffatt St,Goondiwindi,Goondiwindi Region,4390,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Goondiwindi,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001209,0
493,Polygon,1,493,2,Grafton St,291517,Hospitalisation,2014,September,Sunday,10,Angle,Multi-Vehicle,145.776196,-16.924569,Grafton St,<Null>,Cairns City,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,1,1,0,0,0,0,0,0.001156,0
494,Polygon,1,494,2,Greenoaks Dr,144628,Hospitalisation,2014,May,Saturday,20,Hit object,Single Vehicle,153.089879,-26.533393,Greenoaks Dr,<Null>,Coolum Beach,Sunshine Coast Region,4573,Coolum,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Coolum Beach,Maroochy,Sunshine Coast,Major Cities,Ninderry,Fairfax,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Crest,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,2,0,0,2,1,0,0,0,0,0,0,0.001197,0
495,Polygon,2,495,2,Gympie Arterial Rd,64785,Hospitalisation,2014,April,Wednesday,19,Rear-end,Multi-Vehicle,153.017071,-27.365915,Gympie Arterial Rd,<Null>,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,State-controlled,Median Opening,No traffic control,70 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,1,1,0,0,0,0,0,0.002403,0
496,Polygon,1,496,2,High Tide Access Rd,309410,Fatal,2014,October,Friday,13,Overturned,Single Vehicle,153.079412,-25.725529,High Tide Access Rd,<Null>,Fraser Island,Fraser Coast Region,4581,Fraser Island,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Burrum - Fraser,Maryborough,Wide Bay,Remote,Hervey Bay,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,1,4,3,0,8,1,0,0,0,0,0,0,0.001193,0
497,Polygon,1,497,2,Hope Island Rd,179719,Hospitalisation,2014,December,Thursday,19,Rear-end,Multi-Vehicle,153.387591,-27.922457,Hope Island Rd,<Null>,Runaway Bay,Gold Coast City,4216,Runaway Bay,Gold Coast,South Eastern,SEQ South,South Coast,Runaway Bay,Gold Coast - North,Gold Coast,Major Cities,Broadwater,Fadden,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,1,1,0,0,0,0,0,0.001205,0
498,Polygon,1,498,2,John St,216957,Hospitalisation,2014,October,Thursday,10,Sideswipe,Multi-Vehicle,152.707023,-25.528697,John St,<Null>,Maryborough,Fraser Coast Region,4650,Maryborough,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Maryborough (qld),Maryborough,Wide Bay,Inner Regional,Maryborough,Wide Bay,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,306,Veh'S Same Direction: Lane Change Right,Lane changes,0,1,0,0,1,2,0,0,0,0,0,0,0.001191,0
499,Polygon,1,499,2,Labrador - Carrara Rd,173542,Hospitalisation,2014,February,Monday,6,Overturned,Single Vehicle,153.375954,-27.965559,Labrador - Carrara Rd,<Null>,Molendinar,Gold Coast City,4214,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Molendinar,Southport,Gold Coast,Major Cities,Southport,Moncrieff,State-controlled,Merge Lane,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Crest,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001205,0
500,Polygon,1,500,2,Lisburn St,55826,Hospitalisation,2014,August,Friday,18,Fall from vehicle,Single Vehicle,153.041634,-27.488857,Lisburn St,<Null>,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Grade,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.001202,0
501,Polygon,1,501,2,Logan Sub-Arterial Rd,49908,Hospitalisation,2014,February,Tuesday,19,Rear-end,Multi-Vehicle,153.082842,-27.5614,Logan Sub-Arterial Rd,<Null>,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Upper Mount Gravatt,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,3,0,0,0,0,0,0,0.001203,0
502,Polygon,1,502,2,Main Beach Pde,177230,Hospitalisation,2014,June,Monday,10,Hit parked vehicle,Single Vehicle,153.429014,-27.980049,Main Beach Pde,Woodroffe Ave,Main Beach,Gold Coast City,4217,Surfers Paradise,Gold Coast,South Eastern,SEQ South,South Coast,Main Beach,Surfers Paradise,Gold Coast,Major Cities,Surfers Paradise,Moncrieff,Locally-controlled,Merge Lane,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,604,Veh'S On Path: Car Door,Hit parked vehicle,0,1,0,0,1,1,0,0,0,1,0,0,0.001205,0
503,Polygon,1,503,2,Martyn St,291439,Hospitalisation,2014,June,Tuesday,17,Hit pedestrian,Hit pedestrian,145.766414,-16.921733,Martyn St,<Null>,Parramatta Park,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.001156,0
504,Polygon,2,504,2,Millwood Rd,178184,Hospitalisation,2014,July,Saturday,15,Hit object,Single Vehicle,152.824046,-26.898854,Millwood Rd,<Null>,Stanmore,Moreton Bay Region,4514,Woodford,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Woodford - Daguilar,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Glass House,Longman,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Crest,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.002398,0
505,Polygon,1,505,2,Milton Rd,14882,Hospitalisation,2014,April,Monday,16,Hit object,Single Vehicle,152.999786,-27.470625,Milton Rd,Torwood St,Auchenflower,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Auchenflower,Brisbane Inner - West,Brisbane Inner City,Major Cities,Maiwar,Ryan,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001202,0
506,Polygon,2,506,2,Moggill Sub-Arterial Rd,32043,Hospitalisation,2014,February,Sunday,15,Angle,Multi-Vehicle,152.949346,-27.507218,Moggill Sub-Arterial Rd,<Null>,Kenmore,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Kenmore,Kenmore - Brookfield - Moggill,Brisbane - West,Major Cities,Moggill,Ryan,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
507,Polygon,1,507,2,Mount Nebo Rd,127660,Hospitalisation,2014,November,Saturday,11,Hit object,Single Vehicle,152.850246,-27.421308,Mount Nebo Rd,<Null>,Jollys Lookout,Moreton Bay Region,4520,Ferny Grove,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,Samford Valley,The Hills District,Moreton Bay - South,Inner Regional,Pine Rivers,Dickson,Locally-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,0,1,0,0,0,0,0,0.001202,0
508,Polygon,1,508,2,Mt Gravatt Outlook Dr,24191,Hospitalisation,2014,May,Saturday,22,Head-on,Multi-Vehicle,153.075778,-27.538563,Mt Gravatt Outlook Dr,Shire Rd,Mount Gravatt,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mount Gravatt,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Crest,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
509,Polygon,1,509,2,Mulgrave River Forestry Rd,295570,Hospitalisation,2014,October,Saturday,16,Head-on,Multi-Vehicle,145.772009,-17.234018,Mulgrave River Forestry Rd,<Null>,Goldsborough,Cairns Region,4865,Gordonvale,Far North,Northern,Northern,North Queensland,Gordonvale - Trinity,Cairns - South,Cairns,Outer Regional,Mulgrave,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,2,0,0,2,1,2,0,0,0,0,0,0.001157,0
510,Polygon,1,510,2,Nineteenth Ave,195049,Hospitalisation,2014,May,Sunday,11,Angle,Multi-Vehicle,153.44638,-28.125074,Nineteenth Ave,<Null>,Elanora,Gold Coast City,4221,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Elanora,Coolangatta,Gold Coast,Major Cities,Currumbin,Mcpherson,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,2,0,0,0,0,1,0,0.001206,0
511,Polygon,1,511,2,Old Cleveland Rd,8632,Hospitalisation,2014,May,Saturday,8,Rear-end,Multi-Vehicle,153.118528,-27.502224,Old Cleveland Rd,<Null>,Carindale,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major Cities,Chatsworth,Bonner,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
512,Polygon,1,512,2,Old Coach Rd,147253,Hospitalisation,2014,April,Saturday,16,Angle,Multi-Vehicle,153.298787,-27.853735,Old Coach Rd,<Null>,Upper Coomera,Gold Coast City,4209,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Upper Coomera - Willow Vale,Ormeau - Oxenford,Gold Coast,Major Cities,Coomera,Forde,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001204,0
