OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
489,Polygon,105,489,2,Captain Cook Hwy,286777,Hospitalisation,2015,September,Monday,14,Angle,Multi-Vehicle,145.758503,-16.904535,Captain Cook Hwy,Lily St,Cairns North,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,3,0,0,3,3,0,0,0,0,0,0,0.045817,0.000004
490,Polygon,8,490,2,Carnarvon Hwy,238411,Hospitalisation,2015,September,Monday,9,Overturned,Single Vehicle,148.845884,-26.576558,Carnarvon Hwy,Warrego Hwy,Roma,Maranoa Region,4455,Roma,South West,Southern,Southern,Downs South West,Roma,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,706,Off Path-Straight: Left Turn,Off carriageway on straight,0,1,1,0,2,1,0,0,0,0,0,0,0.008355,0.000001
491,Polygon,31,491,2,Cunningham Hwy,186629,Hospitalisation,2015,January,Wednesday,16,Overturned,Single Vehicle,152.517843,-28.019886,Cunningham Hwy,Lake Moogerah Rd,Mount Edwards,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view obscured,Grade,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,0,2,0,0,2,0,0,1,0,0,0,0,0.031356,0.000003
492,Polygon,30,492,2,D'Aguilar Hwy,149662,Hospitalisation,2015,January,Monday,11,Fall from vehicle,Single Vehicle,152.565325,-26.947059,D'Aguilar Hwy,Kropp Rd,Kilcoy,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,400,Veh'S Manoeuvring: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.031166,0.000003
493,Polygon,25,493,2,Dawson Hwy,240360,Hospitalisation,2015,March,Tuesday,13,Overturned,Single Vehicle,150.104504,-24.489706,Dawson Hwy,Kariboe St,Banana,Banana Shire,4702,Moura,Capricornia,Central,Central,Central Queensland,Banana,Biloela,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.023705,0.000002
494,Polygon,23,494,2,Flinders Hwy,269659,Hospitalisation,2015,October,Friday,19,Angle,Multi-Vehicle,146.272401,-20.078051,Flinders Hwy,Millchester Rd,Queenton,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Charters Towers,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,2,0,0,2,2,0,0,0,0,0,0,0.021016,0.000002
495,Polygon,16,495,2,Gore Hwy,228998,Hospitalisation,2015,July,Friday,7,Angle,Multi-Vehicle,151.901767,-27.601247,Gore Hwy,Harrow St,Drayton,Toowoomba Region,4350,Drayton,Darling Downs,Southern,Southern,Downs South West,Drayton - Harristown,Toowoomba,Toowoomba,Inner Regional,Condamine,Groom,State-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,2,0,3,2,0,0,0,0,0,0,0.016854,0.000002
496,Polygon,6,496,2,Gregory Hwy,242673,Hospitalisation,2015,April,Wednesday,13,Hit object,Single Vehicle,148.14818,-23.46932,Gregory Hwy,<Null>,Emerald,Central Highlands Region,4720,Emerald,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,502,Veh'S Overtaking: Out Of Control,Off carriageway on straight,0,2,0,0,2,1,0,0,0,0,0,0,0.007087,0.000001
497,Polygon,21,497,2,Isis Hwy,200057,Hospitalisation,2015,April,Saturday,6,Sideswipe,Multi-Vehicle,152.010988,-25.543838,Isis Hwy,Johanna Blvd,Biggenden,North Burnett Region,4621,Biggenden,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,500,Veh'S Overtaking: Other,Other,0,2,0,0,2,2,0,0,0,0,0,0,0.021411,0.000002
498,Polygon,55,498,2,Kennedy Hwy,285334,Hospitalisation,2015,September,Friday,16,Rear-end,Multi-Vehicle,145.486247,-17.269918,Kennedy Hwy,Viola St,Atherton,Tablelands Region,4883,Atherton,Far North,Northern,Northern,North Queensland,Atherton,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,3,0,0,0,0,0,0,0.034732,0.000003
499,Polygon,10,499,2,Landsborough Hwy,240040,Hospitalisation,2015,May,Tuesday,14,Hit object,Single Vehicle,146.590822,-25.780378,Landsborough Hwy,Thrush Rd,Augathella,Murweh Shire,4477,Augathella,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,2,0,0,2,0,0,0,0,0,0,1,0.011805,0.000001
500,Polygon,12,500,2,Leichhardt Hwy,230857,Hospitalisation,2015,January,Friday,7,Hit object,Single Vehicle,150.32652,-28.53229,Leichhardt Hwy,Rockwood La,Goondiwindi,Goondiwindi Region,4390,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Goondiwindi,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,0,2,0,0,2,1,0,0,0,0,0,0,0.014355,0.000001
501,Polygon,4,501,2,Mitchell Hwy,239652,Hospitalisation,2015,January,Saturday,15,Hit object,Single Vehicle,145.74413,-28.33981,Mitchell Hwy,<Null>,Cunnamulla,Paroo Shire,4490,Cunnamulla,South West,Southern,Southern,Downs South West,Far South West,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,502,Veh'S Overtaking: Out Of Control,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.004828,0
502,Polygon,11,502,2,Moonie Hwy,230068,Hospitalisation,2015,January,Friday,12,Hit object,Single Vehicle,150.826362,-27.359512,Moonie Hwy,<Null>,Marmadua,Western Downs Region,4405,Tara,South West,Southern,Southern,Downs South West,Tara,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view obscured,Dip,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.012028,0.000001
503,Polygon,20,503,2,Mt Lindesay Hwy,67944,Hospitalisation,2015,September,Saturday,12,Hit object,Single Vehicle,152.971677,-28.022121,Mt Lindesay Hwy,Mt Lindesay Hwy Service Rd,Beaudesert,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,400,Veh'S Manoeuvring: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.012889,0.000001
504,Polygon,5,504,2,Mulligan Hwy,297254,Fatal,2015,April,Friday,6,Hit object,Single Vehicle,144.783863,-16.080665,Mulligan Hwy,Pickford Rd,Lakeland,Cook Shire,4871,Cooktown,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Remote,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,1,0,1,0,2,1,0,0,0,0,0,0,0.004922,0
505,Polygon,31,505,2,New England Hwy,220867,Hospitalisation,2015,October,Wednesday,19,Angle,Multi-Vehicle,151.963261,-27.456505,New England Hwy,Reis Rd,Highfields,Toowoomba Region,4352,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Highfields,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,1,0,2,2,0,0,0,0,0,0,0.031309,0.000003
506,Polygon,3,506,2,Old Bruce Hwy,245212,Hospitalisation,2015,July,Thursday,15,Angle,Multi-Vehicle,151.155315,-23.964353,Old Bruce Hwy,<Null>,River Ranch,Gladstone Region,4680,Calliope,Capricornia,Central,Central,Central Queensland,Gladstone Hinterland,Gladstone,Central Queensland,Inner Regional,Callide,Flynn,Locally-controlled,Intersection - T-Junction,Stop sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,103,Veh'S Adjacent Approach: Left-Thru,Intersection from adjacent approaches,0,1,0,1,2,2,0,0,0,0,0,0,0.002343,0
507,Polygon,1,507,2,Palmerston Hwy,302890,Hospitalisation,2015,November,Monday,18,Hit object,Single Vehicle,145.86364,-17.590077,Palmerston Hwy,<Null>,East Palmerston,Cassowary Coast Region,4860,South Johnstone,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001158,0
508,Polygon,15,508,2,Peak Downs Hwy,258538,Hospitalisation,2015,April,Friday,7,Hit object,Single Vehicle,148.942021,-21.358984,Peak Downs Hwy,Walkerston - Homebush Rd,Eton,Mackay Region,4741,Eton,Mackay,Central,Central,Central Queensland,Walkerston - Eton,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.015251,0.000001
509,Polygon,1,509,2,Scenic Hwy,255124,Hospitalisation,2015,May,Thursday,15,Hit pedestrian,Hit pedestrian,150.791422,-23.190035,Scenic Hwy,<Null>,Mulambin,Livingstone Shire,4703,Yeppoon,Capricornia,Central,Central,Central Queensland,Yeppoon,Rockhampton,Central Queensland,Inner Regional,Keppel,Capricornia,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,9,Ped'N: Hit While Boarding/Alighting,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.00118,0
510,Polygon,1,510,2,Sunshine Mwy,144683,Hospitalisation,2015,June,Wednesday,17,Rear-end,Multi-Vehicle,153.072628,-26.570654,Sunshine Mwy,<Null>,Mount Coolum,Sunshine Coast Region,4573,Coolum,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Ninderry,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,1,0,2,2,0,0,0,0,0,0,0.001197,0
511,Polygon,39,511,2,Warrego Hwy,189825,Hospitalisation,2015,January,Monday,17,Hit object,Single Vehicle,152.577884,-27.563268,Warrego Hwy,Weetwood St,Marburg,Ipswich City,4346,Marburg,Ipswich,Southern,SEQ South,Metropolitan,Rosewood,Ipswich Hinterland,Ipswich,Inner Regional,Ipswich West,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.043218,0.000004
512,Polygon,6,512,2,Wide Bay Hwy,207247,Hospitalisation,2015,September,Tuesday,14,Overturned,Single Vehicle,152.185959,-26.154295,Wide Bay Hwy,<Null>,Cinnabar,Gympie Region,4600,Kilkivan,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.007168,0.000001
513,Polygon,3,513,2,Barkly Hwy,305737,Hospitalisation,2016,December,Thursday,6,Angle,Multi-Vehicle,139.502297,-20.726593,Barkly Hwy,East St,The Gap,Mount Isa City,4825,Mount Isa,Mount Isa,Northern,Northern,North Queensland,Mount Isa,Outback - North,Queensland - Outback,Remote,Traeger,Kennedy,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,1,0,1,0,0,0,0,0.002338,0
514,Polygon,2,514,2,Barwon Hwy,232212,Hospitalisation,2016,July,Saturday,2,Overturned,Single Vehicle,150.01178,-28.45233,Barwon Hwy,<Null>,Toobeah,Goondiwindi Region,4498,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Inglewood - Waggamba,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.002416,0
515,Polygon,10,515,2,Brisbane Valley Hwy,151515,Hospitalisation,2016,May,Saturday,11,Hit object,Single Vehicle,152.624883,-27.406606,Brisbane Valley Hwy,Fairney View Fernvale Rd,Wivenhoe Pocket,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.009966,0.000001
516,Polygon,386,516,2,Bruce Hwy,148511,Hospitalisation,2016,January,Friday,17,Head-on,Multi-Vehicle,152.84399,-26.38793,Bruce Hwy,Holts Rd,Pomona,Noosa Shire,4568,Pomona,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Noosa Hinterland,Noosa Hinterland,Sunshine Coast,Inner Regional,Noosa,Wide Bay,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,3,0,0,3,2,0,2,0,0,0,0,0.28254,0.000026
517,Polygon,19,517,2,Bunya Hwy,214761,Fatal,2016,August,Sunday,7,Hit object,Single Vehicle,151.749499,-26.625903,Bunya Hwy,Kilcoy - Murgon Rd,Inverlaw,South Burnett Region,4610,Kumbia,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy Region - South,Burnett,Wide Bay,Inner Regional,Nanango,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,1,0,0,0,1,1,0,0,0,0,0,0,0.011971,0.000001
518,Polygon,21,518,2,Burnett Hwy,206146,Hospitalisation,2016,March,Monday,14,Overturned,Single Vehicle,151.815236,-25.680637,Burnett Hwy,Isis Hwy,Ban Ban Springs,North Burnett Region,4625,Gayndah,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,Intersection - Cross,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.023741,0.000002
519,Polygon,32,519,2,Capricorn Hwy,240117,Hospitalisation,2016,March,Wednesday,13,Hit object,Single Vehicle,147.184001,-23.65007,Capricorn Hwy,Max Gorlick Dr,Port Wine,Barcaldine Region,4724,Alpha,South West,Southern,Central,Central Queensland,Barcaldine - Blackall,Outback - South,Queensland - Outback,Very Remote,Gregory,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.029545,0.000003
520,Polygon,67,520,2,Captain Cook Hwy,288059,Hospitalisation,2016,June,Thursday,11,Angle,Multi-Vehicle,145.767899,-16.917019,Captain Cook Hwy,Upward St,Cairns North,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,2,0,0,0,0,0,0,0.032041,0.000003
521,Polygon,13,521,2,Carnarvon Hwy,238108,Hospitalisation,2016,April,Sunday,12,Hit object,Single Vehicle,148.646436,-26.100846,Carnarvon Hwy,Henry St,Bymount,Maranoa Region,4455,Injune,South West,Southern,Southern,Downs South West,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.014368,0.000001
522,Polygon,1,522,2,Castlereagh Hwy,239206,Hospitalisation,2016,April,Wednesday,11,Overturned,Single Vehicle,148.21241,-28.63495,Castlereagh Hwy,<Null>,Dirranbandi,Balonne Shire,4486,Dirranbandi,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.001209,0
523,Polygon,34,523,2,Cunningham Hwy,187031,Hospitalisation,2016,August,Thursday,14,Hit object,Single Vehicle,152.518597,-28.018929,Cunningham Hwy,Kelly Rd,Mount Edwards,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,0,0,1,0,0,0,0,0.031574,0.000003
524,Polygon,42,524,2,D'Aguilar Hwy,149427,Hospitalisation,2016,July,Tuesday,16,Rear-end,Multi-Vehicle,152.669234,-26.934074,D'Aguilar Hwy,Mary Smokes Creek Rd,Royston,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,2,0,0,0,0,0,0,0.036644,0.000004
525,Polygon,21,525,2,Dawson Hwy,240790,Hospitalisation,2016,May,Sunday,11,Angle,Multi-Vehicle,150.50883,-24.40403,Dawson Hwy,Deep Creek Rd,Biloela,Banana Shire,4715,Biloela,Capricornia,Central,Central,Central Queensland,Biloela,Biloela,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,401,Veh'S Manoeuvring: Leaving Parking,Vehicle leaving driveway,0,1,0,0,1,2,0,0,0,0,0,0,0.02014,0.000002
526,Polygon,13,526,2,Flinders Hwy,274609,Hospitalisation,2016,April,Saturday,8,Hit object,Single Vehicle,146.76041,-19.83426,Flinders Hwy,Leewood Rd,Ravenswood,Charters Towers Region,4816,Ravenswood,Townsville,Northern,Northern,North Queensland,Dalrymple,Charters Towers - Ayr - Ingham,Townsville,Remote,Traeger,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.014009,0.000001
527,Polygon,24,527,2,Gore Hwy,221059,Hospitalisation,2016,February,Saturday,0,Overturned,Single Vehicle,151.92373,-27.573649,Gore Hwy,South St,Harristown,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Drayton - Harristown,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.015654,0.000001
528,Polygon,6,528,2,Gregory Hwy,242554,Hospitalisation,2016,January,Thursday,16,Hit parked vehicle,Single Vehicle,148.157796,-23.52338,Gregory Hwy,<Null>,Emerald,Central Highlands Region,4720,Emerald,Capricornia,Central,Central,Central Queensland,Emerald,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,2,0,0,0,0,0,0,0.00591,0.000001
529,Polygon,20,529,2,Isis Hwy,200065,Fatal,2016,January,Saturday,1,Hit object,Single Vehicle,151.999118,-25.551858,Isis Hwy,Kendalls Rd,Biggenden,North Burnett Region,4621,Biggenden,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,1,0,0,0,1,1,0,0,0,0,0,0,0.014272,0.000001
530,Polygon,41,530,2,Kennedy Hwy,284971,Hospitalisation,2016,April,Sunday,18,Angle,Multi-Vehicle,145.494981,-17.284994,Kennedy Hwy,Malanda - Atherton Rd,Atherton,Tablelands Region,4883,Atherton,Far North,Northern,Northern,North Queensland,Atherton,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Grade,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,2,2,0,4,2,0,0,0,0,0,0,0.035857,0.000003
531,Polygon,13,531,2,Landsborough Hwy,239812,Hospitalisation,2016,July,Friday,18,Overturned,Single Vehicle,146.606262,-25.403381,Landsborough Hwy,<Null>,Nive,Murweh Shire,4470,Augathella,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.014218,0.000001
532,Polygon,17,532,2,Leichhardt Hwy,230867,Hospitalisation,2016,September,Monday,6,Angle,Multi-Vehicle,150.322839,-28.531666,Leichhardt Hwy,Old Cunningham Hwy,Goondiwindi,Goondiwindi Region,4390,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Goondiwindi,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,0,0,1,1,0,1,0,0,0,0,0.020299,0.000002
